basic_form,pos,pos_detail_1,pos_detail_2,word_type
はきだす,名詞,ポケモン,わざ,KNOWN
ばくおんぱ,名詞,ポケモン,わざ,KNOWN
ブラッドムーン,名詞,ポケモン,わざ,KNOWN
めざめるパワー,名詞,ポケモン,わざ,KNOWN
めざめるダンス,名詞,ポケモン,わざ,KNOWN
りんしょう,名詞,ポケモン,わざ,KNOWN
あくび,名詞,ポケモン,わざ,KNOWN
あくまのキッス,名詞,ポケモン,わざ,KNOWN
あさのひざし,名詞,ポケモン,わざ,KNOWN
あまいかおり,名詞,ポケモン,わざ,KNOWN
アンコール,名詞,ポケモン,わざ,KNOWN
いたみわけ,名詞,ポケモン,わざ,KNOWN
いばる,名詞,ポケモン,わざ,KNOWN
いやしのすず,名詞,ポケモン,わざ,KNOWN
いやなおと,名詞,ポケモン,わざ,KNOWN
うたう,名詞,ポケモン,わざ,KNOWN
うつしえ,名詞,ポケモン,わざ,KNOWN
えんまく,名詞,ポケモン,わざ,KNOWN
おいわい,名詞,ポケモン,わざ,KNOWN
おかたづけ,名詞,ポケモン,わざ,KNOWN
おさきにどうぞ,名詞,ポケモン,わざ,KNOWN
おたけび,名詞,ポケモン,わざ,KNOWN
おちゃかい,名詞,ポケモン,わざ,KNOWN
おまじない,名詞,ポケモン,わざ,KNOWN
かぎわける,名詞,ポケモン,わざ,KNOWN
かくばる,名詞,ポケモン,わざ,KNOWN
かげぶんしん,名詞,ポケモン,わざ,KNOWN
かたくなる,名詞,ポケモン,わざ,KNOWN
かなしばり,名詞,ポケモン,わざ,KNOWN
からをやぶる,名詞,ポケモン,わざ,KNOWN
きあいだめ,名詞,ポケモン,わざ,KNOWN
ギフトパス,名詞,ポケモン,わざ,KNOWN
くすぐる,名詞,ポケモン,わざ,KNOWN
くろいまなざし,名詞,ポケモン,わざ,KNOWN
コートチェンジ,名詞,ポケモン,わざ,KNOWN
こころのめ,名詞,ポケモン,わざ,KNOWN
このゆびとまれ,名詞,ポケモン,わざ,KNOWN
こらえる,名詞,ポケモン,わざ,KNOWN
こわいかお,名詞,ポケモン,わざ,KNOWN
さいきのいのり,名詞,ポケモン,わざ,KNOWN
さきどり,名詞,ポケモン,わざ,KNOWN
じこあんじ,名詞,ポケモン,わざ,KNOWN
じこさいせい,名詞,ポケモン,わざ,KNOWN
しぜんのちから,名詞,ポケモン,わざ,KNOWN
しっぽきり,名詞,ポケモン,わざ,KNOWN
しっぽをふる,名詞,ポケモン,わざ,KNOWN
しんぴのまもり,名詞,ポケモン,わざ,KNOWN
シンプルビーム,名詞,ポケモン,わざ,KNOWN
スケッチ,名詞,ポケモン,わざ,KNOWN
スポットライト,名詞,ポケモン,わざ,KNOWN
せいちょう,名詞,ポケモン,わざ,KNOWN
たくわえる,名詞,ポケモン,わざ,KNOWN
タマゴうみ,名詞,ポケモン,わざ,KNOWN
ちいさくなる,名詞,ポケモン,わざ,KNOWN
ちょうおんぱ,名詞,ポケモン,わざ,KNOWN
つぼをつく,名詞,ポケモン,わざ,KNOWN
つるぎのまい,名詞,ポケモン,わざ,KNOWN
テクスチャー,名詞,ポケモン,わざ,KNOWN
テクスチャー2,名詞,ポケモン,わざ,KNOWN
てだすけ,名詞,ポケモン,わざ,KNOWN
てをつなぐ,名詞,ポケモン,わざ,KNOWN
とおせんぼう,名詞,ポケモン,わざ,KNOWN
とおぼえ,名詞,ポケモン,わざ,KNOWN
とぎすます,名詞,ポケモン,わざ,KNOWN
ないしょばなし,名詞,ポケモン,わざ,KNOWN
なかまづくり,名詞,ポケモン,わざ,KNOWN
なかよくする,名詞,ポケモン,わざ,KNOWN
なきごえ,名詞,ポケモン,わざ,KNOWN
なまける,名詞,ポケモン,わざ,KNOWN
なみだめ,名詞,ポケモン,わざ,KNOWN
にらみつける,名詞,ポケモン,わざ,KNOWN
ねがいごと,名詞,ポケモン,わざ,KNOWN
ねごと,名詞,ポケモン,わざ,KNOWN
ねこのて,名詞,ポケモン,わざ,KNOWN
のみこむ,名詞,ポケモン,わざ,KNOWN
ハッピータイム,名詞,ポケモン,わざ,KNOWN
バトンタッチ,名詞,ポケモン,わざ,KNOWN
はねる,名詞,ポケモン,わざ,KNOWN
パワーシフト,名詞,ポケモン,わざ,KNOWN
はらだいこ,名詞,ポケモン,わざ,KNOWN
ふきとばし,名詞,ポケモン,わざ,KNOWN
フラッシュ,名詞,ポケモン,わざ,KNOWN
フラフラダンス,名詞,ポケモン,わざ,KNOWN
ふるいたてる,名詞,ポケモン,わざ,KNOWN
へびにらみ,名詞,ポケモン,わざ,KNOWN
へんしん,名詞,ポケモン,わざ,KNOWN
ほえる,名詞,ポケモン,わざ,KNOWN
ほおばる,名詞,ポケモン,わざ,KNOWN
ほごしょく,名詞,ポケモン,わざ,KNOWN
ほろびのうた,名詞,ポケモン,わざ,KNOWN
まねっこ,名詞,ポケモン,わざ,KNOWN
まもる,名詞,ポケモン,わざ,KNOWN
まるくなる,名詞,ポケモン,わざ,KNOWN
みがわり,名詞,ポケモン,わざ,KNOWN
みやぶる,名詞,ポケモン,わざ,KNOWN
みをけずる,名詞,ポケモン,わざ,KNOWN
ミラータイプ,名詞,ポケモン,わざ,KNOWN
ミルクのみ,名詞,ポケモン,わざ,KNOWN
メロメロ,名詞,ポケモン,わざ,KNOWN
ものまね,名詞,ポケモン,わざ,KNOWN
ゆうわく,名詞,ポケモン,わざ,KNOWN
ゆびをふる,名詞,ポケモン,わざ,KNOWN
リサイクル,名詞,ポケモン,わざ,KNOWN
リフレッシュ,名詞,ポケモン,わざ,KNOWN
ロックオン,名詞,ポケモン,わざ,KNOWN
かえんぐるま,名詞,ポケモン,わざ,KNOWN
かえんボール,名詞,ポケモン,わざ,KNOWN
せいなるほのお,名詞,ポケモン,わざ,KNOWN
だいふんげき,名詞,ポケモン,わざ,KNOWN
ニトロチャージ,名詞,ポケモン,わざ,KNOWN
ヒートスタンプ,名詞,ポケモン,わざ,KNOWN
Vジェネレート,名詞,ポケモン,わざ,KNOWN
フレアドライブ,名詞,ポケモン,わざ,KNOWN
ブレイズキック,名詞,ポケモン,わざ,KNOWN
ほのおのキバ,名詞,ポケモン,わざ,KNOWN
ほのおのパンチ,名詞,ポケモン,わざ,KNOWN
ほのおのムチ,名詞,ポケモン,わざ,KNOWN
むねんのつるぎ,名詞,ポケモン,わざ,KNOWN
めらめらバーン,名詞,ポケモン,わざ,KNOWN
やけっぱち,名詞,ポケモン,わざ,KNOWN
アーマーキャノン,名詞,ポケモン,わざ,KNOWN
あおいほのお,名詞,ポケモン,わざ,KNOWN
オーバーヒート,名詞,ポケモン,わざ,KNOWN
かえんだん,名詞,ポケモン,わざ,KNOWN
かえんほうしゃ,名詞,ポケモン,わざ,KNOWN
クロスフレイム,名詞,ポケモン,わざ,KNOWN
しっとのほのお,名詞,ポケモン,わざ,KNOWN
だいもんじ,名詞,ポケモン,わざ,KNOWN
トラップシェル,名詞,ポケモン,わざ,KNOWN
ねっぷう,名詞,ポケモン,わざ,KNOWN
はじけるほのお,名詞,ポケモン,わざ,KNOWN
ビックリヘッド,名詞,ポケモン,わざ,KNOWN
ひのこ,名詞,ポケモン,わざ,KNOWN
ブラストバーン,名詞,ポケモン,わざ,KNOWN
フレアソング,名詞,ポケモン,わざ,KNOWN
ふんえん,名詞,ポケモン,わざ,KNOWN
ふんか,名詞,ポケモン,わざ,KNOWN
ほのおのうず,名詞,ポケモン,わざ,KNOWN
ほのおのちかい,名詞,ポケモン,わざ,KNOWN
ほのおのまい,名詞,ポケモン,わざ,KNOWN
マグマストーム,名詞,ポケモン,わざ,KNOWN
マジカルフレイム,名詞,ポケモン,わざ,KNOWN
もえつきる,名詞,ポケモン,わざ,KNOWN
やきつくす,名詞,ポケモン,わざ,KNOWN
れんごく,名詞,ポケモン,わざ,KNOWN
かえんのまもり,名詞,ポケモン,わざ,KNOWN
おにび,名詞,ポケモン,わざ,KNOWN
にほんばれ,名詞,ポケモン,わざ,KNOWN
,名詞,ポケモン,ポケモわざ,KNOWN
アクアカッター,名詞,ポケモン,わざ,KNOWN
アクアジェット,名詞,ポケモン,わざ,KNOWN
アクアステップ,名詞,ポケモン,わざ,KNOWN
アクアテール,名詞,ポケモン,わざ,KNOWN
アクアブレイク,名詞,ポケモン,わざ,KNOWN
ウェーブタックル,名詞,ポケモン,わざ,KNOWN
エラがみ,名詞,ポケモン,わざ,KNOWN
からではさむ,名詞,ポケモン,わざ,KNOWN
クイックターン,名詞,ポケモン,わざ,KNOWN
クラブハンマー,名詞,ポケモン,わざ,KNOWN
ジェットパンチ,名詞,ポケモン,わざ,KNOWN
シェルブレード,名詞,ポケモン,わざ,KNOWN
すいりゅうれんだ,名詞,ポケモン,わざ,KNOWN
ダイビング,名詞,ポケモン,わざ,KNOWN
たきのぼり,名詞,ポケモン,わざ,KNOWN
トリプルダイブ,名詞,ポケモン,わざ,KNOWN
,名詞,ポケモン,ポケモわざ,KNOWN
あわ,名詞,ポケモン,わざ,KNOWN
いきいきバブル,名詞,ポケモン,わざ,KNOWN
うずしお,名詞,ポケモン,わざ,KNOWN
うたかたのアリア,名詞,ポケモン,わざ,KNOWN
オクタンほう,名詞,ポケモン,わざ,KNOWN
こんげんのはどう,名詞,ポケモン,わざ,KNOWN
ざぶざぶサーフ,名詞,ポケモン,わざ,KNOWN
しおふき,名詞,ポケモン,わざ,KNOWN
しおみず,名詞,ポケモン,わざ,KNOWN
スチームバースト,名詞,ポケモン,わざ,KNOWN
だくりゅう,名詞,ポケモン,わざ,KNOWN
なみのり,名詞,ポケモン,わざ,KNOWN
ねっとう,名詞,ポケモン,わざ,KNOWN
ねらいうち,名詞,ポケモン,わざ,KNOWN
ハイドロカノン,名詞,ポケモン,わざ,KNOWN
ハイドロスチーム,名詞,ポケモン,わざ,KNOWN
ハイドロポンプ,名詞,ポケモン,わざ,KNOWN
バブルこうせん,名詞,ポケモン,わざ,KNOWN
ひやみず,名詞,ポケモン,わざ,KNOWN
みずしゅりけん,名詞,ポケモン,わざ,KNOWN
みずでっぽう,名詞,ポケモン,わざ,KNOWN
みずのちかい,名詞,ポケモン,わざ,KNOWN
みずのはどう,名詞,ポケモン,わざ,KNOWN
アクアリング,名詞,ポケモン,わざ,KNOWN
あまごい,名詞,ポケモン,わざ,KNOWN
いのちのしずく,名詞,ポケモン,わざ,KNOWN
からにこもる,名詞,ポケモン,わざ,KNOWN
みずあそび,名詞,ポケモン,わざ,KNOWN
みずびたし,名詞,ポケモン,わざ,KNOWN
オーラぐるま,名詞,ポケモン,わざ,KNOWN
かみなりのキバ,名詞,ポケモン,わざ,KNOWN
かみなりパンチ,名詞,ポケモン,わざ,KNOWN
クロスサンダー,名詞,ポケモン,わざ,KNOWN
サンダーダイブ,名詞,ポケモン,わざ,KNOWN
スパーク,名詞,ポケモン,わざ,KNOWN
でんげきくちばし,名詞,ポケモン,わざ,KNOWN
でんこうそうげき,名詞,ポケモン,わざ,KNOWN
ばちばちアクセル,名詞,ポケモン,わざ,KNOWN
びりびりちくちく,名詞,ポケモン,わざ,KNOWN
プラズマフィスト,名詞,ポケモン,わざ,KNOWN
ほっぺすりすり,名詞,ポケモン,わざ,KNOWN
ボルテッカー,名詞,ポケモン,わざ,KNOWN
らいげき,名詞,ポケモン,わざ,KNOWN
ワイルドボルト,名詞,ポケモン,わざ,KNOWN
イナズマドライブ,名詞,ポケモン,わざ,KNOWN
エレキネット,名詞,ポケモン,わざ,KNOWN
エレキボール,名詞,ポケモン,わざ,KNOWN
エレクトロビーム,名詞,ポケモン,わざ,KNOWN
オーバードライブ,名詞,ポケモン,わざ,KNOWN
サンダープリズン,名詞,ポケモン,わざ,KNOWN
かみなり,名詞,ポケモン,わざ,KNOWN
かみなりあらし,名詞,ポケモン,わざ,KNOWN
10まんボルト,名詞,ポケモン,わざ,KNOWN
じんらい,名詞,ポケモン,わざ,KNOWN
チャージビーム,名詞,ポケモン,わざ,KNOWN
でんきショック,名詞,ポケモン,わざ,KNOWN
でんげきは,名詞,ポケモン,わざ,KNOWN
でんじほう,名詞,ポケモン,わざ,KNOWN
パラボラチャージ,名詞,ポケモン,わざ,KNOWN
ピカピカサンダー,名詞,ポケモン,わざ,KNOWN
びりびりエレキ,名詞,ポケモン,わざ,KNOWN
ほうでん,名詞,ポケモン,わざ,KNOWN
ボルトチェンジ,名詞,ポケモン,わざ,KNOWN
ライジングボルト,名詞,ポケモン,わざ,KNOWN
エレキフィールド,名詞,ポケモン,わざ,KNOWN
かいでんぱ,名詞,ポケモン,わざ,KNOWN
じばそうさ,名詞,ポケモン,わざ,KNOWN
じゅうでん,名詞,ポケモン,わざ,KNOWN
そうでん,名詞,ポケモン,わざ,KNOWN
でんじは,名詞,ポケモン,わざ,KNOWN
でんじふゆう,名詞,ポケモン,わざ,KNOWN
プラズマシャワー,名詞,ポケモン,わざ,KNOWN
ウッドハンマー,名詞,ポケモン,わざ,KNOWN
ウッドホーン,名詞,ポケモン,わざ,KNOWN
えだづき,名詞,ポケモン,わざ,KNOWN
くさわけ,名詞,ポケモン,わざ,KNOWN
グラススライダー,名詞,ポケモン,わざ,KNOWN
このは,名詞,ポケモン,わざ,KNOWN
Gのちから,名詞,ポケモン,わざ,KNOWN
すくすくボンバー,名詞,ポケモン,わざ,KNOWN
ソーラーブレード,名詞,ポケモン,わざ,KNOWN
タネばくだん,名詞,ポケモン,わざ,KNOWN
タネマシンガン,名詞,ポケモン,わざ,KNOWN
ツタこんぼう,名詞,ポケモン,わざ,KNOWN
つるのムチ,名詞,ポケモン,わざ,KNOWN
トリックフラワー,名詞,ポケモン,わざ,KNOWN
トロピカルキック,名詞,ポケモン,わざ,KNOWN
トラバサミ,名詞,ポケモン,わざ,KNOWN
ドラムアタック,名詞,ポケモン,わざ,KNOWN
ニードルアーム,名詞,ポケモン,わざ,KNOWN
はっぱカッター,名詞,ポケモン,わざ,KNOWN
はなふぶき,名詞,ポケモン,わざ,KNOWN
パワーウィップ,名詞,ポケモン,わざ,KNOWN
リーフブレード,名詞,ポケモン,わざ,KNOWN
エナジーボール,名詞,ポケモン,わざ,KNOWN
ギガドレイン,名詞,ポケモン,わざ,KNOWN
くさのちかい,名詞,ポケモン,わざ,KNOWN
クロロブラスト,名詞,ポケモン,わざ,KNOWN
グラスミキサー,名詞,ポケモン,わざ,KNOWN
シードフレア,名詞,ポケモン,わざ,KNOWN
くさむすび,名詞,ポケモン,わざ,KNOWN
シャカシャカほう,名詞,ポケモン,わざ,KNOWN
すいとる,名詞,ポケモン,わざ,KNOWN
ソーラービーム,名詞,ポケモン,わざ,KNOWN
ハードプラント,名詞,ポケモン,わざ,KNOWN
はなびらのまい,名詞,ポケモン,わざ,KNOWN
マジカルリーフ,名詞,ポケモン,わざ,KNOWN
みずあめボム,名詞,ポケモン,わざ,KNOWN
メガドレイン,名詞,ポケモン,わざ,KNOWN
リーフストーム,名詞,ポケモン,わざ,KNOWN
りんごさん,名詞,ポケモン,わざ,KNOWN
アロマセラピー,名詞,ポケモン,わざ,KNOWN
キノコのほうし,名詞,ポケモン,わざ,KNOWN
くさぶえ,名詞,ポケモン,わざ,KNOWN
グラスフィールド,名詞,ポケモン,わざ,KNOWN
こうごうせい,名詞,ポケモン,わざ,KNOWN
コットンガード,名詞,ポケモン,わざ,KNOWN
しびれごな,名詞,ポケモン,わざ,KNOWN
ジャングルヒール,名詞,ポケモン,わざ,KNOWN
ちからをすいとる,名詞,ポケモン,わざ,KNOWN
なやみのタネ,名詞,ポケモン,わざ,KNOWN
ニードルガード,名詞,ポケモン,わざ,KNOWN
ねむりごな,名詞,ポケモン,わざ,KNOWN
ねをはる,名詞,ポケモン,わざ,KNOWN
ハバネロエキス,名詞,ポケモン,わざ,KNOWN
もりののろい,名詞,ポケモン,わざ,KNOWN
やどりぎのタネ,名詞,ポケモン,わざ,KNOWN
わたほうし,名詞,ポケモン,わざ,KNOWN
アイススピナー,名詞,ポケモン,わざ,KNOWN
アイスハンマー,名詞,ポケモン,わざ,KNOWN
アイスボール,名詞,ポケモン,わざ,KNOWN
こおりのキバ,名詞,ポケモン,わざ,KNOWN
こおりのつぶて,名詞,ポケモン,わざ,KNOWN
つららおとし,名詞,ポケモン,わざ,KNOWN
つららばり,名詞,ポケモン,わざ,KNOWN
トリプルアクセル,名詞,ポケモン,わざ,KNOWN
ひょうざんおろし,名詞,ポケモン,わざ,KNOWN
フリーズボルト,名詞,ポケモン,わざ,KNOWN
ブリザードランス,名詞,ポケモン,わざ,KNOWN
ゆきなだれ,名詞,ポケモン,わざ,KNOWN
れいとうパンチ,名詞,ポケモン,わざ,KNOWN
オーロラビーム,名詞,ポケモン,わざ,KNOWN
こおりのいぶき,名詞,ポケモン,わざ,KNOWN
コールドフレア,名詞,ポケモン,わざ,KNOWN
こごえるかぜ,名詞,ポケモン,わざ,KNOWN
こごえるせかい,名詞,ポケモン,わざ,KNOWN
こちこちフロスト,名詞,ポケモン,わざ,KNOWN
こなゆき,名詞,ポケモン,わざ,KNOWN
ぜったいれいど,名詞,ポケモン,わざ,KNOWN
ふぶき,名詞,ポケモン,わざ,KNOWN
フリーズドライ,名詞,ポケモン,わざ,KNOWN
れいとうビーム,名詞,ポケモン,わざ,KNOWN
あられ,名詞,ポケモン,わざ,KNOWN
オーロラベール,名詞,ポケモン,わざ,KNOWN
くろいきり,名詞,ポケモン,わざ,KNOWN
さむいギャグ,名詞,ポケモン,わざ,KNOWN
しろいきり,名詞,ポケモン,わざ,KNOWN
ゆきげしき,名詞,ポケモン,わざ,KNOWN
アームハンマー,名詞,ポケモン,わざ,KNOWN
アクセルブレイク,名詞,ポケモン,わざ,KNOWN
あてみなげ,名詞,ポケモン,わざ,KNOWN
いわくだき,名詞,ポケモン,わざ,KNOWN
インファイト,名詞,ポケモン,わざ,KNOWN
カウンター,名詞,ポケモン,わざ,KNOWN
かかとおとし,名詞,ポケモン,わざ,KNOWN
からてチョップ,名詞,ポケモン,わざ,KNOWN
かわらわり,名詞,ポケモン,わざ,KNOWN
きあいパンチ,名詞,ポケモン,わざ,KNOWN
きしかいせい,名詞,ポケモン,わざ,KNOWN
グロウパンチ,名詞,ポケモン,わざ,KNOWN
クロスチョップ,名詞,ポケモン,わざ,KNOWN
けたぐり,名詞,ポケモン,わざ,KNOWN
3ぼんのや,名詞,ポケモン,わざ,KNOWN
じごくぐるま,名詞,ポケモン,わざ,KNOWN
スカイアッパー,名詞,ポケモン,わざ,KNOWN
スターアサルト,名詞,ポケモン,わざ,KNOWN
せいなるつるぎ,名詞,ポケモン,わざ,KNOWN
ちきゅうなげ,名詞,ポケモン,わざ,KNOWN
つっぱり,名詞,ポケモン,わざ,KNOWN
とびげり,名詞,ポケモン,わざ,KNOWN
とびひざげり,名詞,ポケモン,わざ,KNOWN
ともえなげ,名詞,ポケモン,わざ,KNOWN
トリプルキック,名詞,ポケモン,わざ,KNOWN
ドレインパンチ,名詞,ポケモン,わざ,KNOWN
にどげり,名詞,ポケモン,わざ,KNOWN
ばかぢから,名詞,ポケモン,わざ,KNOWN
ばくれつパンチ,名詞,ポケモン,わざ,KNOWN
はっけい,名詞,ポケモン,わざ,KNOWN
はやてがえし,名詞,ポケモン,わざ,KNOWN
フライングプレス,名詞,ポケモン,わざ,KNOWN
ボディプレス,名詞,ポケモン,わざ,KNOWN
マッハパンチ,名詞,ポケモン,わざ,KNOWN
まわしげり,名詞,ポケモン,わざ,KNOWN
めざましビンタ,名詞,ポケモン,わざ,KNOWN
やまあらし,名詞,ポケモン,わざ,KNOWN
らいめいげり,名詞,ポケモン,わざ,KNOWN
リベンジ,名詞,ポケモン,わざ,KNOWN
ローキック,名詞,ポケモン,わざ,KNOWN
いのちがけ,名詞,ポケモン,わざ,KNOWN
きあいだま,名詞,ポケモン,わざ,KNOWN
しんくうは,名詞,ポケモン,わざ,KNOWN
しんぴのつるぎ,名詞,ポケモン,わざ,KNOWN
はどうだん,名詞,ポケモン,わざ,KNOWN
コーチング,名詞,ポケモン,わざ,KNOWN
しょうりのまい,名詞,ポケモン,わざ,KNOWN
たこがため,名詞,ポケモン,わざ,KNOWN
たたみがえし,名詞,ポケモン,わざ,KNOWN
はいすいのじん,名詞,ポケモン,わざ,KNOWN
ビルドアップ,名詞,ポケモン,わざ,KNOWN
ファストガード,名詞,ポケモン,わざ,KNOWN
みきり,名詞,ポケモン,わざ,KNOWN
キラースピン,名詞,ポケモン,わざ,KNOWN
クロスポイズン,名詞,ポケモン,わざ,KNOWN
ダストシュート,名詞,ポケモン,わざ,KNOWN
どくづき,名詞,ポケモン,わざ,KNOWN
どくどくのキバ,名詞,ポケモン,わざ,KNOWN
どくばり,名詞,ポケモン,わざ,KNOWN
どくばりセンボン,名詞,ポケモン,わざ,KNOWN
フェイタルクロー,名詞,ポケモン,わざ,KNOWN
ポイズンテール,名詞,ポケモン,わざ,KNOWN
アシッドボム,名詞,ポケモン,わざ,KNOWN
クリアスモッグ,名詞,ポケモン,わざ,KNOWN
ゲップ,名詞,ポケモン,わざ,KNOWN
シェルアームズ,名詞,ポケモン,わざ,KNOWN
じゃどくのくさり,名詞,ポケモン,わざ,KNOWN
スモッグ,名詞,ポケモン,わざ,KNOWN
ヘドロウェーブ,名詞,ポケモン,わざ,KNOWN
ヘドロこうげき,名詞,ポケモン,わざ,KNOWN
ヘドロばくだん,名詞,ポケモン,わざ,KNOWN
ベノムショック,名詞,ポケモン,わざ,KNOWN
ようかいえき,名詞,ポケモン,わざ,KNOWN
いえき,名詞,ポケモン,わざ,KNOWN
じょうか,名詞,ポケモン,わざ,KNOWN
トーチカ,名詞,ポケモン,わざ,KNOWN
どくガス,名詞,ポケモン,わざ,KNOWN
どくどく,名詞,ポケモン,わざ,KNOWN
どくのいと,名詞,ポケモン,わざ,KNOWN
どくのこな,名詞,ポケモン,わざ,KNOWN
どくびし,名詞,ポケモン,わざ,KNOWN
とぐろをまく,名詞,ポケモン,わざ,KNOWN
とける,名詞,ポケモン,わざ,KNOWN
ふしょくガス,名詞,ポケモン,わざ,KNOWN
ベノムトラップ,名詞,ポケモン,わざ,KNOWN
あなをほる,名詞,ポケモン,わざ,KNOWN
グランドフォース,名詞,ポケモン,わざ,KNOWN
サウザンアロー,名詞,ポケモン,わざ,KNOWN
サウザンウェーブ,名詞,ポケモン,わざ,KNOWN
じしん,名詞,ポケモン,わざ,KNOWN
じならし,名詞,ポケモン,わざ,KNOWN
じだんだ,名詞,ポケモン,わざ,KNOWN
10まんばりき,名詞,ポケモン,わざ,KNOWN
じわれ,名詞,ポケモン,わざ,KNOWN
すなじごく,名詞,ポケモン,わざ,KNOWN
だんがいのつるぎ,名詞,ポケモン,わざ,KNOWN
ドリルライナー,名詞,ポケモン,わざ,KNOWN
ぶちかまし,名詞,ポケモン,わざ,KNOWN
ボーンラッシュ,名詞,ポケモン,わざ,KNOWN
ホネこんぼう,名詞,ポケモン,わざ,KNOWN
ホネブーメラン,名詞,ポケモン,わざ,KNOWN
